date,locality,state,type,claims,size_mean,arrests
2015-12-18,San Francisco,CA,demonstration,File criminal charges against officers; Charge officers with murder; Police Chief Greg Suhr's resignation; Funeral expenses for Mario Woods; Murder charges against five officers; Racial justice; Independent investigation; Police brutality; Remove Police Chief Greg Suhr; Justice for Mario Woods; Fire Police Chief Greg Suhr; Police accountability; Police violence,,0
2015-12-19,Minneapolis,MN,demonstration,Independent prosecutor; Avoid grand jury; Federal terrorism charges against protesters' shooters; Release investigation tapes; Indict officers; Release of Jamar Clark shooting video; Police brutality; Prosecute police officers; Prosecution of involved police officers; Racial justice; Police violence,,0
2015-12-19,Neenah,WI,demonstration,police accountability; police brutality; Release more information about police shooting,,0
2015-12-19,San Francisco,CA,demonstration,Murder charges for officers; Police brutality; Justice for Mario Woods; Fire Police Chief Greg Suhr; Racial justice,,0
2015-12-20,Chicago,IL,demonstration,Recall Mayor Rahm Emanuel; Fire Police Superintendent Garry McCarthy; Racial injustice; Resign Anita Alvarez; Police violence,,0
2015-12-21,Syracuse,NY,demonstration,Police brutality; Apology; Sexual misconduct; Justice for sexual misconduct,,0
2015-12-23,Bloomington,MN,demonstration,Police Violence; Release of Jamar Clark shooting video; Justice for Jamar Clark; Police brutality; racial justice; Racial Justice; police brutality; Protest police killing of young black man; Racial justice,,12
2015-12-23,Minneapolis,MN,demonstration,protest police killing of young black man; Justice; police violence; Protest police killing of black man; Racial justice; Release police shooting footage; Raise awareness about police violence; Justice for Jamar Clark; Police brutality; racial justice; Police accountability; Police violence,,12
2015-12-23,San Francisco,CA,demonstration,Police brutality; Racial justice; Police violence; Justice for Mario Woods,,8
2015-12-24,Chicago,IL,demonstration,Police Violence; Mayor Rahm Emanuel resign; Rahm Emanuel Resignation; racial justice; Mayor Rahm Emanuel resignation; Racial justice; Racial discrimination; Racial injustice; Justice for Laquan McDonald; Police violence; Removal of Rahm Emanuel; Mayor Rahm Emanuel's resignation; Racial Injustice; Racial Justice; police brutality; Police Brutality; Rahm Emanuel's resignation; Removal of Anita Alvarez; Leadership change; Police brutality; Mayor Emanuel's resignation; Police accountability,100.0,0
2015-12-24,Minneapolis,MN,demonstration,Police brutality; racial justice; Release video footage of Jamar Clark shooting; police brutality; Protest police killing of young black man; Racial justice; Police violence,,2
2015-12-25,Detroit,MI,demonstration,Police brutality; Mental health; Identify shooting officer,,0
2015-12-26,Chicago,IL,demonstration,Police brutality; Police accountability,,0
2015-12-26,Cleveland,OH,demonstration,Police brutality; Federal investigation into Tamir Rice case; Prosecutor's resignation; Racial injustice,100.0,0
2015-12-26,Dearborn,MI,demonstration,Unbiased investigation; Police Violence; Strict disciplinary measures against shooting officer; Racial justice; Formal apology from Police Chief; Review of use of force policy; Officer suspension without pay; Police brutality; Mental health; officer-involved shooting; Justice for Kevin Matthews; Identify Officer; police brutality; Mental Health,,0
2015-12-26,New York,NY,demonstration,Police brutality; Racial justice; Stop police misconduct,,0
2015-12-27,Chicago,IL,demonstration,Mayor's resignation; Racial justice; Police brutality; Racial injustice; Accountability for police shooting; Police accountability,,0
2015-12-28,Bridgeton,NJ,demonstration,Create civilian review board; Release of all investigation documents; Release all investigation documents; Federal investigation into Reid's death; Civilian review board for police incidents; Police brutality; Civil rights investigation; Racial justice,,0
2015-12-28,Cleveland,OH,demonstration,police violence; Justice for Tamir Rice; Indict police officers involved in Tamir Rice shooting; Police brutality; racial justice; Racial injustice; Racial Justice; Indict police officers; Racial justice; Police Brutality; Police violence,,0
2015-12-29,Baltimore,MD,demonstration,Racial justice; Police accountability; Police violence,,0
2015-12-29,Chicago,IL,demonstration,Racial justice; Racial discrimination; Police brutality; Justice for Laquan McDonald; Police accountability; Police violence,,0
2015-12-29,Cleveland,OH,demonstration,Justice for Tamir Rice; DOJ investigation; Racial Discrimination; Racial discrimination; Police brutality; Racial injustice; Excessive use of force; Police Brutality; Police violence,75.0,0
2015-12-29,Syracuse,NY,demonstration,Racial discrimination; Justice for Tamir Rice; Police violence; End racism,,0
2015-12-30,Chicago,IL,demonstration,Mayor Rahm Emanuel's resignation; Police brutality; Racial injustice; Justice for Laquan McDonald; Police accountability; Racial justice,,0
2015-12-30,Cleveland,OH,demonstration,Police brutality; Justice for Tamir Rice; Racial discrimination,,0
2015-12-31,Chicago,IL,demonstration,Stop gun violence; Gun violence; Racial violence; Justice for shooting victims; Police brutality; Stop police violence; Police accountability,,0
2016-01-01,Chicago,IL,demonstration,Mayor Rahm Emanuel's resignation; Gun violence; Racial justice; Police brutality; Remove Mayor Rahm Emanuel; Challenge economic displacement; Police accountability; End police violence,,0
2016-01-01,Cleveland,OH,demonstration,Tim McGinty's Resignation; Racial Discrimination; Indictment of police officers; racial justice; Racial justice; Federal investigation into Tamir Rice shooting; Racial discrimination; Racial injustice; Firing of Officers Loehmann and Garmback; Independent prosecutor for use-of-force cases; McGinty's resignation; Prosecutor Tim McGinty's resignation; Racial Injustice; Racial Justice; police brutality; Federal investigation; Police Brutality; Federal Investigation into Tamir's Death; Independent Prosecutor for Use-of-Force Cases; Resignation of Prosecutor McGinty; Federal investigation into shooting; Prosecutor's resignation; Federal Investigation into Tamir Rice Shooting; Police brutality; Fire Officers Loehmann and Garmback,100.0,0
2016-01-01,Philadelphia,PA,demonstration,Environmental justice; police reform; Improve public school funding; Educational equality; End police brutality; Racial justice; Raise minimum wage; Stop military action in Middle East; Address police brutality; economic inequality; Police brutality; police brutality; social justice; Economic inequality; End military action in Middle East; Education; Living wage for fast food workers; Police violence,,2
2016-01-02,Cleveland,OH,demonstration,Prosecutor Tim McGinty's resignation; Federal investigation into Tamir Rice shooting; Racial discrimination; Racial Injustice; Police brutality; Police Brutality,100.0,0
2016-01-03,St. Petersburg,FL,demonstration,Police violence; Justice for Tamir Rice; Racial inequality,,0
2016-01-04,Dearborn,MI,demonstration,racial justice; Stop police terror; Identify police officer involved; Racial justice; Release police officer's name; Criminal charges against the officer; Transparent investigation; Investigate police shooting; Racial injustice; Transparent investigation of police shooting; Indict officer; Racial Justice; police brutality; Stop police violence; Police Brutality; Release officer's name; Criminal charges against officer; Criminal investigation; Police brutality; Mental health; mental health; Justice for Kevin Matthews; Police accountability,150.0,0
2016-01-04,Detroit,MI,demonstration,Police brutality; Mental health; Investigation into police shooting; Investigation into Kevin Matthews shooting; Police accountability; Police Brutality; Mental Health,150.0,0
2016-01-04,Honesdale,PA,demonstration,Police shooting; Question police use of force; Disclosure of officers' names involved in shooting; Police brutality; Questioning police response protocols; Release information about shooting; Police use of force; Police shootings; Release names of officers involved; Get Derek Justice; Release of information about son's shooting; Police accountability; Get more information about the shooting,,0
2016-01-04,Kansas City,MO,demonstration,Police brutality; Police accountability; Independent police shooting monitor; Racial discrimination,,0
2016-01-04,Wayne County,PA,demonstration,Get Derek Justice; Release shooting information; Police brutality; Police shooting,,0
2016-01-04,Wilmington,DE,demonstration,Police brutality; Release of officer information; Full investigation of police shooting; Racial discrimination,,0
2016-01-05,North Charleston,SC,demonstration,Police brutality; Racial justice; Return Slager to jail; Return Michael Slager to jail,,0
2016-01-06,Burlington,IA,demonstration,Police brutality; Police accountability; Release of police investigation videos; Transparency in Autumn Steele shooting investigation,,0
2016-01-06,Cleveland,OH,demonstration,Police brutality; Justice for Tamir Rice; Prosecute officers involved; Racial injustice,,0
2016-01-06,Hempstead,TX,demonstration,Police brutality; Racial injustice; Justice for Sandra Bland,,0
